file_name,best_fitness,best_fitnesss_mean,best_fitness_std,best_fitness_times_mean,best_fitness_times_std,summed_fitness_mean,summed_fitness_std,cells_filled_mean,cells_filled_std
lander_steps_ZlibCompressionBC_no_sliding_stats,74.65829930564232,47.66353365622022,9.948900420505273,,,-5.595840594085311,8.939073197619994,25.7,2.471841418861655
